Level1,Level2,Level3,Level4,Citations
1996-1999,11,Adaptive Access Control Applied to Ethernet Data,Optimizing Admission Control while Ensuring Quality of Service in Multimedia Networks via Reinforcement Learning,0.154
2002-2005,12,Distance Metric Learning for Large Margin Nearest Neighbor Classification,Similarity Component Analysis,0.582
2005-2008,13,Distance Metric Learning for Large Margin Nearest Neighbor Classification,Similarity Component Analysis,0.491
2008-2011,0,Practical Variational Inference for Neural Networks,Affine Independent Variational Inference,0.297
2011-2014,1,Practical Variational Inference for Neural Networks,Affine Independent Variational Inference,1.867
1987-1990,2,Fast Learning in Multi-Resolution Hierarchies,The Cascade-Correlation Learning Architecture,7.795
1987-1990,2,Fast Learning in Multi-Resolution Hierarchies,Leaning by Combining Memorization and Gradient Descent,0.158
1987-1990,2,Fast Learning in Multi-Resolution Hierarchies,Neural Control for Rolling Mills: Incorporating Domain Theories to Overcome Data Deficiency,0.105
2014-2017,3,A Nonconvex Optimization Framework for Low Rank Matrix Estimation,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing,0.133
2011-2014,4,Deep Neural Networks Segment Neuronal Membranes in Electron Microscopy Images,Deep Networks with Internal Selective Attention through Feedback Connections,0.236
1987-1990,5,A competitive modular connectionist architecture,Evaluation of Adaptive Mixtures of Competing Experts,0.299
1987-1990,5,A competitive modular connectionist architecture,Recognition of Manipulated Objects by Motor Learning,0.1
1987-1990,5,A competitive modular connectionist architecture,Mixtures of Controllers for Jump Linear and Non-Linear Plants,0.394
1990-1993,6,A competitive modular connectionist architecture,Evaluation of Adaptive Mixtures of Competing Experts,0.198
1990-1993,6,A competitive modular connectionist architecture,Recognition of Manipulated Objects by Motor Learning,1.216
1990-1993,6,A competitive modular connectionist architecture,Mixtures of Controllers for Jump Linear and Non-Linear Plants,0.497
2011-2014,7,Constrained convex minimization via model-based excessive gap,A Universal Primal-Dual Convex Optimization Framework,0.068
2014-2017,8,Constrained convex minimization via model-based excessive gap,A Universal Primal-Dual Convex Optimization Framework,0.071
2005-2008,9,Multiple-Instance Active Learning,Multi-Level Active Prediction of Useful Image Annotations for Recognition,0.071
1996-1999,10,"Orientation, Scale, and Discontinuity as Emergent Properties of Illusory Contour Shape",A Rotation and Translation Invariant Discrete Saliency Network,0.705
2005-2008,11,Characterizing response behavior in multisensory perception with conflicting cues,A Framework for Testing Identifiability of Bayesian Models of Perception,0.288
2008-2011,12,Characterizing response behavior in multisensory perception with conflicting cues,A Framework for Testing Identifiability of Bayesian Models of Perception,0.182
1999-2002,13,The Infinite Hidden Markov Model,Analysis of Brain States from Multi-Region LFP Time-Series,0.156
1999-2002,0,Classifying Single Trial EEG: Towards Brain Computer Interfacing,Combining Features for BCI,0.208
1999-2002,0,Classifying Single Trial EEG: Towards Brain Computer Interfacing,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,0.056
1999-2002,0,Classifying Single Trial EEG: Towards Brain Computer Interfacing,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,0.16
1999-2002,0,Classifying Single Trial EEG: Towards Brain Computer Interfacing,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,0.062
1999-2002,0,Classifying Single Trial EEG: Towards Brain Computer Interfacing,Invariant Common Spatial Patterns: Alleviating Nonstationarities in Brain-Computer Interfacing,1.159
2002-2005,1,Extending Q-Learning to General Adaptive Multi-Agent Systems,New Criteria and a New Algorithm for Learning in Multi-Agent Systems,0.5
1990-1993,2,Statistics of Natural Images: Scaling in the Woods,A Phase Space Approach to Minimax Entropy Learning and the Minutemax Approximations,1.216
1993-1996,3,Statistics of Natural Images: Scaling in the Woods,A Phase Space Approach to Minimax Entropy Learning and the Minutemax Approximations,0.259
2008-2011,4,Batch Bayesian Optimization via Simulation Matching,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions,0.717
1999-2002,5,Adaptive Scaling for Feature Selection in SVMs,From Lasso regression to Feature vector machine,0.1
2002-2005,6,Adaptive Scaling for Feature Selection in SVMs,From Lasso regression to Feature vector machine,4.035
2011-2014,7,Sparse Prediction with the ,A New Convex Relaxation for Tensor Completion,0.12
2011-2014,7,Sparse Prediction with the ,High Dimensional Structured Superposition Models,0.425
2011-2014,8,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,Variational Inference in Mixed Probabilistic Submodular Models,0.2
2014-2017,9,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,Variational Inference in Mixed Probabilistic Submodular Models,8
2008-2011,10,Distributed Delayed Stochastic Optimization,Communication-Efficient Distributed Dual Coordinate Ascent,0.3
2011-2014,11,Distributed Delayed Stochastic Optimization,Communication-Efficient Distributed Dual Coordinate Ascent,0.1
1993-1996,12,Monotonicity Hints,Monotonic Networks,26.9
1996-1999,13,Monotonicity Hints,Monotonic Networks,1.5
1996-1999,0,Risk Sensitive Reinforcement Learning,Nonparametric Representation of Policies and Value Functions: A Trajectory-Based Approach,1.2
1996-1999,0,Risk Sensitive Reinforcement Learning,Minimax Differential Dynamic Programming: An Application to Robust Biped Walking,3.4
2005-2008,1,Regret Minimization in Games with Incomplete Information,Strategy Grafting in Extensive Games,31.3
1987-1990,2,Associative Learning via Inhibitory Search,Fast Learning with Predictive Forward Models,23.5
2002-2005,3,Kernels for Structured Natural Language Data,Sequence and Tree Kernels with Statistical Feature Mining,2.1
2005-2008,4,Sparse deep belief net model for visual area V2,"Slow, Decorrelated Features for Pretraining Complex Cell-like Networks",3.876
2005-2008,4,Sparse deep belief net model for visual area V2,Gated Softmax Classification,0.812
2005-2008,4,Sparse deep belief net model for visual area V2,Hallucinations in Charles Bonnet Syndrome Induced by Homeostasis: a Deep Boltzmann Machine Model,2.743
2005-2008,4,Sparse deep belief net model for visual area V2,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity,1.011
2005-2008,4,Sparse deep belief net model for visual area V2,Shallow vs. Deep Sum-Product Networks,0.061
2005-2008,4,Sparse deep belief net model for visual area V2,ICA with Reconstruction Cost for Efficient Overcomplete Feature Learning,0.104
2005-2008,4,Sparse deep belief net model for visual area V2,Cardinality Restricted Boltzmann Machines,1.011
2005-2008,4,Sparse deep belief net model for visual area V2,Image Denoising and Inpainting with Deep Neural Networks,0.211
2005-2008,4,Sparse deep belief net model for visual area V2,Learning to Align from Scratch,1.202
2005-2008,4,Sparse deep belief net model for visual area V2,Adaptive Multi-Column Deep Neural Networks with Application to Robust Image Denoising,0.106
2005-2008,4,Sparse deep belief net model for visual area V2,Top-Down Regularization of Deep Belief Networks,0.155
1990-1993,5,Bayesian Model Comparison and Backprop Nets,Assessing and Improving Neural Network Predictions by the Bootstrap Algorithm,0.065
2005-2008,6,Random Features for Large-Scale Kernel Machines,Correlated random features for fast semi-supervised learning,0.377
2005-2008,6,Random Features for Large-Scale Kernel Machines,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions,1.732
2005-2008,6,Random Features for Large-Scale Kernel Machines,Less is More: Nystr?m Computational Regularization,2.184
2002-2005,7,Transfer learning for text classification,Flexible Transfer Learning under Support and Model Shift,0.057
2005-2008,8,Transfer learning for text classification,Flexible Transfer Learning under Support and Model Shift,0.057
1987-1990,9,Constrained Differential Optimization,Analog Circuits for Constrained Optimization,0.1
2011-2014,10,RNADE: The real-valued neural autoregressive density-estimator,Factoring Variations in Natural Images with Deep Gaussian Mixture Models,1.327
2011-2014,10,RNADE: The real-valued neural autoregressive density-estimator,f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization,0.079
2011-2014,11,High-Dimensional Gaussian Process Bandits,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,0.096
2005-2008,12,Privacy-preserving logistic regression,Probabilistic Inference and Differential Privacy,0.09
2005-2008,12,Privacy-preserving logistic regression,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers,0.053
2005-2008,12,Privacy-preserving logistic regression,Differentially Private M-Estimators,0.074
2005-2008,12,Privacy-preserving logistic regression,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings,0.991
2005-2008,12,Privacy-preserving logistic regression,A Safe Screening Rule for Sparse Logistic Regression,0.112
2005-2008,12,Privacy-preserving logistic regression,Extremal Mechanisms for Local Differential Privacy,0.219
2005-2008,12,Privacy-preserving logistic regression,Nearly Optimal Private LASSO,0.077
2008-2011,13,Privacy-preserving logistic regression,Probabilistic Inference and Differential Privacy,0.174
2008-2011,13,Privacy-preserving logistic regression,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers,0.081
2008-2011,13,Privacy-preserving logistic regression,Differentially Private M-Estimators,0.082
2008-2011,13,Privacy-preserving logistic regression,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings,0.153
2008-2011,13,Privacy-preserving logistic regression,A Safe Screening Rule for Sparse Logistic Regression,0.849
2008-2011,13,Privacy-preserving logistic regression,Extremal Mechanisms for Local Differential Privacy,0.061
2008-2011,13,Privacy-preserving logistic regression,Nearly Optimal Private LASSO,0.054
2008-2011,1,Structured output regression for detection with partial truncation,A Discriminative Latent Model of Image Region and Object Tag Correspondence,0
2008-2011,1,Structured output regression for detection with partial truncation,Simultaneous Object Detection and Ranking with Weak Supervision,0.38
2008-2011,1,Structured output regression for detection with partial truncation,Beyond Actions: Discriminative Models for Contextual Group Activities,0.893
2008-2011,1,Structured output regression for detection with partial truncation,Max-Margin Structured Output Regression for Spatio-Temporal Action Localization,0.083
2005-2008,2,Balanced Graph Matching,An Integer Projected Fixed Point Method for Graph Matching and MAP Inference,54.561
2002-2005,3,Message Errors in Belief Propagation,Walk-Sum Interpretation and Analysis of Gaussian Belief Propagation,0.052
2002-2005,4,A Machine Learning Approach to Conjoint Analysis,Global Analytic Solution for Variational Bayesian Matrix Factorization,0.105
2014-2017,5,Learning structured densities via infinite dimensional exponential families,Learning Additive Exponential Family Graphical Models via ,83.099
2014-2017,5,Learning structured densities via infinite dimensional exponential families,Statistical Inference for Pairwise Graphical Models Using Score Matching,2.075
2002-2005,6,Nonparametric inference of prior probabilities from Bayes-optimal behavior,Optimal models of sound localization by barn owls,0.059
2005-2008,7,Nonparametric inference of prior probabilities from Bayes-optimal behavior,Optimal models of sound localization by barn owls,0.146
1996-1999,8,Actor-Critic Algorithms,Variance Reduction Techniques for Gradient Estimates in Reinforcement Learning,0.146
1996-1999,8,Actor-Critic Algorithms,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,61.661
